File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Bucketeer State,Visibility,IIIF Access URL
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_646.tif,Page,Page 646,646,ark:/21198/z1835t07,ark:/21198/z1n037nb,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n037nb
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_647.tif,Page,Page 647,647,ark:/21198/z1835t07,ark:/21198/z1h72gxm,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h72gxm
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_648.tif,Page,Page 648,648,ark:/21198/z1835t07,ark:/21198/z1cg1r7r,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg1r7r
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_649.tif,Page,Page 649,649,ark:/21198/z1835t07,ark:/21198/z17q10k9,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q10k9
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_650.tif,Page,Page 650,650,ark:/21198/z1835t07,ark:/21198/z13z07sp,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13z07sp
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_651.tif,Page,Page 651,651,ark:/21198/z1835t07,ark:/21198/z1059h24,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1059h24
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_652.tif,Page,Page 652,652,ark:/21198/z1835t07,ark:/21198/z1vh7q05,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh7q05
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_653.tif,Page,Page 653,653,ark:/21198/z1835t07,ark:/21198/z1qr6z70,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr6z70
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_654.tif,Page,Page 654,654,ark:/21198/z1835t07,ark:/21198/z1m066jd,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m066jd
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_655.tif,Page,Page 655,655,ark:/21198/z1835t07,ark:/21198/z1g75fv4,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g75fv4
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_656.tif,Page,Page 656,656,ark:/21198/z1835t07,ark:/21198/z1bg4q58,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg4q58
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_657.tif,Page,Page 657,657,ark:/21198/z1835t07,ark:/21198/z16q3zcn,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q3zcn
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_658.tif,Page,Page 658,658,ark:/21198/z1835t07,ark:/21198/z12z36n9,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z36n9
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_659.tif,Page,Page 659,659,ark:/21198/z1835t07,ark:/21198/z1z91dkn,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z91dkn
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_660.tif,Page,Page 660,660,ark:/21198/z1835t07,ark:/21198/z1tj0ntg,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj0ntg
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_661.tif,Page,Page 661,661,ark:/21198/z1835t07,ark:/21198/z1pr9x3m,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pr9x3m
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_662.tif,Page,Page 662,662,ark:/21198/z1835t07,ark:/21198/z1k095fg,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k095fg
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_663.tif,Page,Page 663,663,ark:/21198/z1835t07,ark:/21198/z1f78dqr,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f78dqr
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_664.tif,Page,Page 664,664,ark:/21198/z1835t07,ark:/21198/z19g7nzk,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7nzk
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_665.tif,Page,Page 665,665,ark:/21198/z1835t07,ark:/21198/z15q6x6t,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15q6x6t
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_666.tif,Page,Page 666,666,ark:/21198/z1835t07,ark:/21198/z1224vwq,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1224vwq
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_667.tif,Page,Page 667,667,ark:/21198/z1835t07,ark:/21198/z1x94cdt,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x94cdt
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_668.tif,Page,Page 668,668,ark:/21198/z1835t07,ark:/21198/z1sj3mqj,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sj3mqj
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_669.tif,Page,Page 669,669,ark:/21198/z1835t07,ark:/21198/z1ns2w24,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns2w24
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_670.tif,Page,Page 670,670,ark:/21198/z1835t07,ark:/21198/z1j124b3,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j124b3
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_671.tif,Page,Page 671,671,ark:/21198/z1835t07,ark:/21198/z1d81cjg,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d81cjg
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_672.tif,Page,Page 672,672,ark:/21198/z1835t07,ark:/21198/z18h0mtr,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18h0mtr
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_673.tif,Page,Page 673,673,ark:/21198/z1835t07,ark:/21198/z14t8kh6,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t8kh6
